BS_SPHERE
129821 CHEMBL81286_entry_00001_conf_01,0
129821 CHEMBL81286_entry_00001_conf_02,0
129821 CHEMBL81286_entry_00001_conf_03,0
129821 CHEMBL81286_entry_00001_conf_04,0
129821 CHEMBL81286_entry_00001_conf_05,0
129821 CHEMBL81286_entry_00001_conf_06,0
129821 CHEMBL81286_entry_00001_conf_07,0
129821 CHEMBL81286_entry_00001_conf_08,0
129821 CHEMBL81286_entry_00001_conf_09,0
129821 CHEMBL81286_entry_00001_conf_10,0
129821 CHEMBL81286_entry_00001_conf_11,0
129821 CHEMBL81286_entry_00001_conf_12,0
129821 CHEMBL81286_entry_00001_conf_13,0
129821 CHEMBL81286_entry_00001_conf_14,0
129821 CHEMBL81286_entry_00001_conf_15,0
129821 CHEMBL81286_entry_00001_conf_16,0
129821 CHEMBL81286_entry_00001_conf_17,0
129821 CHEMBL81286_entry_00001_conf_18,0
129821 CHEMBL81286_entry_00001_conf_19,0
129821 CHEMBL81286_entry_00001_conf_20,0
129821 CHEMBL81286_entry_00001_conf_21,0
129821 CHEMBL81286_entry_00001_conf_22,0
129821 CHEMBL81286_entry_00001_conf_23,0
129821 CHEMBL81286_entry_00001_conf_24,0
129821 CHEMBL81286_entry_00001_conf_25,0
