BS_SPHERE
247120 CHEMBL344548_entry_00001_conf_01,0
247120 CHEMBL344548_entry_00001_conf_02,0
247120 CHEMBL344548_entry_00001_conf_03,0
247120 CHEMBL344548_entry_00001_conf_04,0
247120 CHEMBL344548_entry_00001_conf_05,0
247120 CHEMBL344548_entry_00001_conf_06,0
247120 CHEMBL344548_entry_00001_conf_07,0
247120 CHEMBL344548_entry_00001_conf_08,0
247120 CHEMBL344548_entry_00001_conf_09,0
247120 CHEMBL344548_entry_00001_conf_10,0
247120 CHEMBL344548_entry_00001_conf_11,0
247120 CHEMBL344548_entry_00001_conf_12,0
247120 CHEMBL344548_entry_00001_conf_13,0
247120 CHEMBL344548_entry_00001_conf_14,0
247120 CHEMBL344548_entry_00001_conf_15,0
247120 CHEMBL344548_entry_00001_conf_16,0
247120 CHEMBL344548_entry_00001_conf_17,0
247120 CHEMBL344548_entry_00001_conf_18,0
247120 CHEMBL344548_entry_00001_conf_19,0
247120 CHEMBL344548_entry_00001_conf_20,0
247120 CHEMBL344548_entry_00001_conf_21,0
247120 CHEMBL344548_entry_00001_conf_22,0
247120 CHEMBL344548_entry_00001_conf_23,0
247120 CHEMBL344548_entry_00001_conf_24,0
247120 CHEMBL344548_entry_00001_conf_25,0
