129821_CHEMBL81286_01 -76.2922  0010000111001001000001000100000000010000000010000111010011000000010
129821_CHEMBL81286_02 -75.4145  0010000111001001000001000100000000010000000010000110010011000000010
129821_CHEMBL81286_03 -73.8768  0110000000011001000001000100000000010000000000000110000011000000010
129821_CHEMBL81286_04 -72.8001  0000000000011001000001000100000000010000000010000110000011000000010
129821_CHEMBL81286_05 -72.5204  0000000000011001000001000100000000010000000010000110000011000000000
129821_CHEMBL81286_06 -72.1158  0010000000001001000001000100000000010000000010000010110011000000010
129821_CHEMBL81286_07 -71.2957  0010000000001001000001000100000000010000000010000111010011000000010
129821_CHEMBL81286_08 -71.0404  0010000000001001000001000100000000010000000010000110010011000000010
129821_CHEMBL81286_09 -71.0301  0010000000001001000001000100000000010000000010000111010011000000010
129821_CHEMBL81286_10 -70.5601  0110000000011001000001000100000000010000000000000110010011000000010
129821_CHEMBL81286_11 -70.5226  0010000001001001000000000100000000010000000010000110010011000000010
129821_CHEMBL81286_12 -69.7661  0010000000011001000001000100000000010000000010000111010011000000010
129821_CHEMBL81286_13 -69.5254  0010000000001001000001000100000000010000000010000111010011000000010
129821_CHEMBL81286_14 -69.1209  0010000000011001000001000100000000010000000000000110000011000000010
129821_CHEMBL81286_15 -68.9142  0000000000011001000001000000000000010000000010000111010011000000010
129821_CHEMBL81286_16 -68.7019  0010000001001001000001000100000000010000000010000111010011000000010
129821_CHEMBL81286_17 -68.6829  0010000000001001000000000100000000010000000010000110010011000000010
129821_CHEMBL81286_18 -68.0779  0010000000001000000000000000000000010000000010000110000011000000010
129821_CHEMBL81286_19 -67.746   0010000000001011000010000110000000010000000010000110110011000000000
129821_CHEMBL81286_20 -67.5792  0000000000011001000001000100000000010000000000000110000011000000000
129821_CHEMBL81286_21 -66.7027  0010000001001001000001000100000000010000000010000010010011000000010
129821_CHEMBL81286_22 -66.5082  0010000000001000000000000100000000010000000010000110010011000000010
129821_CHEMBL81286_23 -66.0336  0000000000011001000001000100000000010000000000000110000011000000000
129821_CHEMBL81286_24 -65.5621  0000000011001011000001000000000000010000000000000000010000000000000
129821_CHEMBL81286_25 -65.4155  0001010000111001000000000000000000010000000110110010000000000000000
